FIPS,County,State,Met_Breast_Screen,Met_Cervical_Screen,Met_Colon_Screen,Currently_Smoke,BMI_Obese,Physically_Inactive,Binge_Drinking,Sleep_Debt,Cancer_Prevalence,Bad_Health,Poor_Physical,Poor_Mental,Depression,Diabetes_DX,High_BP,BP_Medicine,CHD,Had_Stroke,Kidney_Disease,Asthma,COPD,No_Teeth,Recent_Checkup,Recent_Dentist
36059300100,Nassau County,New York,75.8,86.8,75.9,10.3,24.2,19.4,18.5,30.9,7.0,10.0,8.5,13.5,17.0,7.9,26.1,77.8,5.2,2.4,2.5,9.5,5.1,8.9,77.9,74.7
36059300300,Nassau County,New York,76.3,86.5,74.5,11.4,26.8,22.9,15.4,32.0,7.7,12.2,9.6,12.6,16.1,9.9,29.7,79.8,5.9,2.9,3.0,9.6,5.8,9.9,79.6,71.9
36059300400,Nassau County,New York,76.2,86.9,75.6,11.0,26.1,22.1,15.2,31.3,8.3,11.5,9.4,12.3,16.2,9.7,30.2,80.5,6.1,2.9,3.0,9.5,5.8,9.0,80.1,73.3
36059300500,Nassau County,New York,77.3,87.6,77.0,9.5,25.2,20.3,14.5,30.2,8.5,10.4,8.7,11.1,15.4,9.7,30.7,81.5,6.0,2.7,3.0,9.1,5.3,7.3,81.1,76.0
36059300600,Nassau County,New York,77.9,87.2,76.3,8.2,23.6,19.3,14.0,30.2,8.2,9.3,8.0,10.4,14.3,9.4,29.4,81.4,5.4,2.5,2.8,8.8,4.6,6.2,81.2,77.4
36059300700,Nassau County,New York,76.9,88.0,78.1,8.4,23.3,21.3,13.6,29.3,10.2,10.4,8.6,10.4,14.4,9.3,31.6,82.9,6.5,3.1,3.4,8.8,5.3,7.4,81.9,76.5
36059300800,Nassau County,New York,76.6,85.8,75.0,9.0,23.0,20.3,14.5,31.7,7.0,9.4,7.7,10.6,13.7,9.1,27.2,79.6,4.7,2.3,2.5,8.5,4.2,6.7,79.9,75.7
36059300900,Nassau County,New York,76.7,85.5,78.6,7.0,21.0,21.4,10.6,28.4,11.0,10.3,8.4,8.6,12.1,11.1,35.0,85.8,7.2,3.3,3.6,8.0,5.3,6.6,84.4,78.1
36059301000,Nassau County,New York,77.6,88.9,77.9,7.7,24.3,18.1,14.1,28.9,9.1,9.0,8.0,9.8,14.4,9.4,31.0,82.4,5.8,2.6,2.9,8.7,4.7,5.5,82.3,79.4
36059301101,Nassau County,New York,76.4,85.4,71.6,11.9,27.9,24.1,15.6,33.8,5.9,12.2,9.1,12.9,15.6,9.6,26.4,76.3,4.6,2.3,2.5,9.3,4.9,9.5,77.8,69.0
36059301102,Nassau County,New York,76.0,87.5,76.2,10.8,26.2,22.2,14.0,31.0,8.9,11.7,9.5,11.4,15.6,10.4,32.0,81.9,6.4,3.0,3.2,9.3,6.0,8.4,81.2,74.0
36059301200,Nassau County,New York,77.4,89.6,77.5,8.0,25.0,17.5,16.2,29.8,7.9,8.4,7.5,10.4,14.9,8.1,27.3,79.2,4.7,2.2,2.6,8.8,4.2,5.5,80.4,79.1
36059301300,Nassau County,New York,76.6,86.3,72.7,11.2,28.1,25.1,15.0,32.9,7.1,13.3,9.7,12.5,15.2,10.5,29.2,78.9,5.6,2.8,3.0,9.4,5.4,10.5,79.2,69.4
36059301400,Nassau County,New York,78.3,90.3,78.8,7.4,23.9,15.3,16.9,29.3,7.4,7.2,6.8,10.1,15.0,7.1,25.3,77.7,4.0,1.9,2.3,8.8,3.6,4.5,79.9,81.1
36059301500,Nassau County,New York,78.5,89.7,77.3,7.2,24.0,15.8,15.9,28.8,8.1,7.6,7.1,10.0,14.9,7.8,27.4,79.8,4.7,2.2,2.5,8.8,3.9,4.7,81.0,81.2
36059301600,Nassau County,New York,77.6,88.4,76.2,8.1,23.8,17.7,15.6,29.9,7.6,8.7,7.5,10.4,14.6,8.4,27.3,79.4,4.8,2.3,2.6,8.8,4.2,5.8,80.3,78.5
36059301700,Nassau County,New York,78.6,90.3,78.7,6.7,24.2,14.9,16.4,28.7,7.6,7.2,6.8,9.9,14.9,7.6,26.5,79.0,4.4,2.0,2.4,8.7,3.6,4.0,80.5,81.5
36059301800,Nassau County,New York,77.4,86.9,75.5,10.8,27.5,23.6,14.4,33.7,7.7,12.0,9.2,11.9,14.6,10.6,31.3,80.8,5.6,3.0,3.1,9.5,5.3,9.2,80.9,72.0
36059301900,Nassau County,New York,77.2,89.3,77.3,8.0,24.3,17.2,15.6,29.4,8.3,8.2,7.4,10.1,14.7,8.3,28.2,80.3,5.0,2.3,2.6,8.7,4.2,5.3,81.0,79.9
36059302000,Nassau County,New York,78.0,89.3,76.5,7.4,23.9,18.0,15.0,29.2,8.7,8.6,7.6,10.1,14.3,8.4,28.7,80.9,5.3,2.5,2.8,8.7,4.3,5.8,81.2,79.2
36059302101,Nassau County,New York,77.6,88.9,75.9,8.7,25.3,18.0,15.8,30.5,7.6,8.8,7.8,10.9,15.2,8.5,27.9,79.4,4.9,2.3,2.6,9.0,4.3,6.1,80.4,78.2
36059302102,Nassau County,New York,78.7,90.6,78.4,6.2,23.3,14.6,16.0,28.4,8.0,6.9,6.6,9.5,14.4,7.4,26.6,79.4,4.4,2.0,2.4,8.6,3.5,4.0,81.1,82.6
36059302200,Nassau County,New York,76.4,85.4,72.8,12.4,27.1,24.5,14.6,34.4,6.5,12.8,9.5,12.9,15.5,10.5,29.0,78.5,5.2,2.7,2.8,9.7,5.4,10.2,79.2,69.3
36059302300,Nassau County,New York,76.4,84.1,75.2,8.2,21.1,20.5,13.1,31.5,7.3,9.3,7.5,10.0,12.6,10.0,28.2,81.3,4.9,2.4,2.6,8.1,4.1,6.0,80.7,76.0
36059302400,Nassau County,New York,75.2,85.1,74.7,9.6,23.1,21.4,14.5,31.5,7.7,10.3,8.3,11.0,14.2,9.3,28.3,80.2,5.3,2.5,2.8,8.6,4.8,7.7,79.9,74.6
36059302501,Nassau County,New York,78.2,87.7,75.8,7.5,22.6,17.3,15.1,30.3,7.4,7.9,7.0,10.1,13.9,8.3,26.7,79.5,4.6,2.1,2.5,8.4,3.8,5.1,80.4,79.2
36059302502,Nassau County,New York,77.9,87.6,76.8,7.8,23.8,18.2,14.6,30.4,7.7,8.7,7.5,10.1,13.8,9.3,29.0,80.8,5.1,2.4,2.7,8.6,4.1,5.5,81.1,78.3
36059302600,Nassau County,New York,76.3,85.7,74.1,11.0,25.0,21.4,16.3,32.7,6.8,10.4,8.5,12.4,15.7,8.7,26.6,77.8,4.7,2.3,2.5,9.2,4.9,8.3,78.6,73.5
36059302700,Nassau County,New York,75.7,82.2,72.2,10.2,22.3,23.8,13.3,32.8,7.0,11.1,8.4,11.2,13.4,10.2,28.2,80.3,5.2,2.6,2.7,8.5,4.8,8.7,79.5,71.5
36059302800,Nassau County,New York,75.6,84.3,75.4,9.4,22.6,21.8,13.8,31.6,7.6,10.2,8.2,10.7,13.6,9.7,28.6,80.9,5.3,2.5,2.8,8.5,4.7,7.5,80.3,74.8
36059302900,Nassau County,New York,75.7,86.0,76.0,9.9,24.0,21.1,15.0,31.3,7.9,10.3,8.5,11.3,14.9,9.1,28.5,80.1,5.4,2.6,2.8,8.9,5.0,7.8,80.0,75.2
36059303000,Nassau County,New York,75.3,84.4,73.8,10.3,23.0,22.6,14.6,32.7,6.9,10.7,8.3,11.3,13.9,9.4,27.2,79.1,5.0,2.5,2.6,8.5,4.6,8.4,79.0,72.5
36059303101,Nassau County,New York,76.0,83.7,75.8,7.3,19.9,20.5,12.2,30.5,8.0,9.2,7.3,9.3,11.9,10.1,29.1,82.6,5.3,2.5,2.8,7.8,4.0,6.1,81.5,77.0
36059303102,Nassau County,New York,75.8,83.1,73.6,8.8,21.0,21.8,12.9,32.1,7.1,9.6,7.5,10.0,12.3,9.9,27.9,80.9,4.9,2.4,2.6,7.9,4.1,6.9,80.2,74.4
36059303201,Nassau County,New York,76.5,82.9,73.7,9.2,22.1,23.0,12.8,33.1,6.9,10.6,8.0,10.6,12.5,10.6,28.9,81.1,5.1,2.6,2.8,8.3,4.3,7.7,80.3,72.9
36059303202,Nassau County,New York,74.3,82.1,72.2,12.1,25.5,26.8,13.9,33.8,7.2,13.2,9.7,12.5,14.6,11.2,30.1,80.5,5.9,2.9,3.0,8.9,5.7,10.7,79.4,68.2
36059303301,Nassau County,New York,75.8,85.6,74.2,10.6,24.5,21.6,15.0,32.1,7.4,10.5,8.6,11.7,15.2,9.3,28.3,79.5,5.2,2.5,2.7,9.0,5.0,8.0,79.6,73.9
36059303302,Nassau County,New York,75.9,87.7,75.8,10.9,26.1,20.1,17.3,31.8,7.5,10.0,8.7,12.5,16.7,8.2,27.1,77.9,4.9,2.4,2.6,9.4,5.1,7.9,78.9,75.3
36059303400,Nassau County,New York,77.7,89.3,76.4,8.4,25.2,17.4,16.3,29.5,8.0,8.5,7.7,10.9,15.6,8.2,27.9,79.7,4.9,2.3,2.6,9.0,4.4,5.7,80.5,79.2
36059303500,Nassau County,New York,76.0,87.0,74.9,10.8,25.9,20.9,16.9,32.2,7.2,10.2,8.5,12.2,15.9,8.4,26.7,77.7,4.8,2.4,2.6,9.2,4.9,7.9,78.7,74.4
36059303600,Nassau County,New York,76.3,87.2,74.4,10.4,26.3,20.7,18.0,32.6,6.0,9.9,8.0,12.6,15.8,7.6,23.8,74.6,4.1,2.0,2.3,9.1,4.2,8.1,77.1,73.1
36059303700,Nassau County,New York,75.0,86.2,72.9,13.3,27.7,23.6,16.6,33.5,7.1,12.3,9.8,13.7,17.2,9.2,28.1,77.6,5.3,2.7,2.8,9.9,5.9,10.3,78.3,70.5
36059303800,Nassau County,New York,75.0,85.0,71.1,15.1,29.2,26.8,15.6,34.4,7.0,14.3,11.0,14.5,17.7,10.6,30.2,78.7,6.0,3.0,3.0,10.1,6.8,12.8,78.5,66.5
36059303900,Nassau County,New York,80.6,88.9,77.9,10.0,30.1,21.8,14.7,35.9,6.5,11.6,8.5,11.9,13.7,11.0,32.1,80.1,4.8,2.8,2.9,10.1,4.5,8.1,82.0,72.9
36059304001,Nassau County,New York,76.4,87.3,73.4,11.4,26.6,21.3,17.1,32.2,7.0,10.8,8.9,12.9,16.6,8.4,26.9,77.4,5.0,2.4,2.6,9.5,5.1,9.0,78.5,73.4
36059304002,Nassau County,New York,75.4,85.4,72.7,12.8,28.6,26.1,15.8,33.7,7.3,13.9,10.4,13.6,16.3,10.1,29.5,78.5,6.0,3.0,3.1,9.7,6.1,11.8,78.6,67.8
36059304100,Nassau County,New York,77.1,82.9,68.1,17.9,35.9,35.0,14.8,39.7,4.6,21.0,12.5,16.6,16.3,13.5,30.8,75.3,5.4,3.3,3.1,11.1,6.4,20.3,77.1,54.0
36059304202,Nassau County,New York,78.0,85.5,72.1,12.4,31.9,29.0,16.1,36.1,5.4,15.8,10.1,13.6,14.3,11.0,28.0,75.9,4.9,2.7,2.9,9.7,4.8,13.2,77.6,63.7
36059304203,Nassau County,New York,79.4,84.5,70.9,17.8,37.4,35.1,15.6,42.3,3.9,20.7,11.9,17.3,15.5,12.5,30.4,73.8,4.4,3.2,3.0,11.8,5.5,22.0,77.6,54.0
36059304204,Nassau County,New York,78.9,83.8,69.8,17.5,37.1,36.3,15.7,40.8,3.9,21.9,12.3,17.2,15.7,12.8,29.4,73.2,4.7,3.2,3.0,11.4,5.6,23.2,76.2,52.4
36059404300,Nassau County,New York,76.8,85.3,73.1,11.0,25.6,22.4,16.1,33.8,5.7,10.7,8.2,12.3,14.8,8.6,25.0,75.9,4.1,2.1,2.3,9.1,4.2,8.4,78.0,72.1
36059404400,Nassau County,New York,77.3,88.6,76.2,10.1,25.8,18.5,17.6,31.0,7.3,9.2,8.1,11.9,16.4,7.7,26.3,77.5,4.6,2.2,2.5,9.3,4.6,6.8,79.0,77.1
36059404500,Nassau County,New York,76.3,87.1,75.0,11.0,26.8,21.6,16.1,31.8,7.7,10.9,9.1,12.5,16.4,9.0,28.7,79.2,5.4,2.6,2.8,9.5,5.4,8.6,79.5,73.7
36059404600,Nassau County,New York,77.4,88.2,75.9,9.6,25.2,18.6,17.1,31.0,7.2,9.0,7.9,11.8,16.0,7.8,26.3,78.0,4.6,2.2,2.5,9.2,4.5,6.7,79.2,77.3
36059404700,Nassau County,New York,76.3,86.7,75.6,10.2,25.2,21.0,15.7,32.1,7.3,10.2,8.4,11.8,15.3,8.9,27.6,78.9,5.0,2.4,2.7,9.1,4.8,7.6,79.4,74.6
36059404800,Nassau County,New York,78.4,86.5,73.0,12.0,31.1,25.1,16.6,37.8,5.0,12.9,8.9,13.4,13.9,10.2,28.1,75.5,4.1,2.5,2.6,9.8,4.2,10.7,78.8,67.8
36059404901,Nassau County,New York,80.7,87.7,76.2,11.8,32.7,25.8,14.1,40.1,5.5,13.9,9.2,13.2,12.9,11.8,32.9,78.8,4.4,3.0,3.0,10.9,4.4,10.9,82.4,68.2
36059404902,Nassau County,New York,78.5,84.7,70.9,14.9,33.8,30.9,13.8,40.4,5.3,16.9,10.8,14.9,14.4,13.0,32.6,78.0,5.0,3.1,3.1,10.9,5.5,13.8,80.4,61.2
36059405000,Nassau County,New York,76.9,84.2,70.5,14.2,31.0,28.5,15.1,38.8,5.1,14.8,9.9,14.4,14.7,10.9,28.9,75.9,4.5,2.7,2.7,10.2,5.0,12.1,78.8,64.0
36059405100,Nassau County,New York,79.6,88.1,75.9,10.7,31.3,23.1,15.0,38.9,5.5,11.8,8.4,12.9,13.3,10.4,30.3,77.4,4.0,2.6,2.7,10.4,4.0,8.7,81.7,70.9
36059405200,Nassau County,New York,75.6,84.2,70.1,14.8,31.4,28.9,15.1,38.4,5.5,15.3,10.4,14.9,15.5,11.1,29.6,76.4,4.9,2.8,2.8,10.3,5.5,13.1,78.7,63.2
36059405301,Nassau County,New York,74.9,86.0,73.9,11.5,26.4,23.3,15.9,32.6,7.7,11.5,9.3,12.7,16.0,9.4,28.9,79.3,5.6,2.7,2.9,9.3,5.5,9.5,79.4,72.3
36059405302,Nassau County,New York,74.9,85.9,72.0,13.9,28.1,24.7,16.7,33.8,7.1,12.7,10.1,14.1,17.5,9.3,28.5,77.9,5.5,2.7,2.8,9.9,6.1,11.3,78.3,69.7
36059405400,Nassau County,New York,74.8,85.5,73.0,13.0,27.8,25.5,15.7,34.3,7.2,13.1,10.0,13.5,16.2,9.9,29.2,78.5,5.6,2.8,2.9,9.7,5.9,11.1,78.9,69.1
36059405500,Nassau County,New York,75.0,86.9,74.2,12.5,27.2,23.2,16.8,33.0,7.6,11.6,9.5,13.2,16.7,8.9,28.6,78.5,5.5,2.7,2.8,9.5,5.7,10.2,78.9,72.3
36059405600,Nassau County,New York,75.1,87.1,75.0,11.8,26.3,22.2,16.6,31.9,7.8,11.3,9.3,12.8,16.7,8.9,28.6,79.0,5.6,2.7,2.8,9.5,5.7,9.4,79.1,73.3
36059405700,Nassau County,New York,75.8,87.3,76.3,11.2,26.2,21.6,16.2,32.0,7.8,10.9,9.0,12.3,16.2,8.9,28.7,79.3,5.4,2.6,2.8,9.4,5.4,8.4,79.6,74.4
36059405800,Nassau County,New York,75.8,86.7,74.6,10.9,26.2,20.9,16.7,31.8,7.4,10.3,8.7,12.7,16.5,8.5,27.6,78.5,5.1,2.5,2.7,9.4,5.1,8.4,79.1,74.4
36059405900,Nassau County,New York,75.8,86.5,73.9,11.9,27.1,23.2,16.1,32.9,7.3,11.8,9.3,12.9,16.2,9.4,28.9,79.0,5.4,2.7,2.8,9.6,5.5,9.6,79.4,72.2
36059406001,Nassau County,New York,76.1,86.3,72.4,12.7,28.1,23.4,16.7,33.9,6.6,12.0,9.5,13.5,16.6,9.2,27.7,77.1,5.0,2.5,2.7,9.7,5.4,10.0,78.4,70.5
36059406002,Nassau County,New York,77.3,87.5,73.6,11.9,29.1,22.7,16.1,33.3,6.9,12.0,9.5,13.4,16.8,9.5,28.9,78.2,5.2,2.6,2.8,9.9,5.5,9.4,79.3,71.4
36059406100,Nassau County,New York,76.0,86.7,74.0,12.0,27.8,22.8,16.3,33.4,7.0,11.8,9.3,12.9,16.1,9.4,28.6,78.3,5.3,2.6,2.8,9.6,5.4,9.6,79.1,72.0
36059406201,Nassau County,New York,76.8,87.2,73.3,12.5,30.7,24.5,16.5,36.5,5.8,12.7,9.4,13.8,15.5,9.8,28.1,76.0,4.5,2.5,2.7,10.1,4.9,10.0,79.0,69.4
36059406202,Nassau County,New York,82.0,89.2,77.2,12.4,35.8,26.2,14.2,41.7,5.4,14.5,9.4,13.6,13.0,12.4,35.1,79.2,4.4,3.3,3.2,11.4,4.5,12.2,83.2,67.3
36059406300,Nassau County,New York,77.7,89.8,76.8,8.4,25.1,17.3,16.4,29.7,8.1,8.4,7.7,10.8,15.5,8.0,27.8,79.6,4.9,2.3,2.6,9.0,4.4,5.7,80.6,79.4
36059406400,Nassau County,New York,77.7,90.1,78.4,7.4,24.2,16.9,15.4,28.4,9.2,8.2,7.6,10.0,14.9,8.2,29.4,81.4,5.4,2.5,2.8,8.8,4.4,5.3,81.8,80.9
36059406501,Nassau County,New York,77.9,89.8,76.6,8.2,25.3,16.9,16.6,29.6,7.9,8.3,7.6,10.8,15.5,7.9,27.5,79.3,4.7,2.2,2.5,9.1,4.2,5.4,80.5,79.8
36059406600,Nassau County,New York,77.9,89.8,76.9,8.0,24.7,17.0,16.1,29.4,8.2,8.4,7.6,10.6,15.3,8.1,27.9,79.7,5.0,2.3,2.7,9.0,4.3,5.5,80.7,79.9
36059406701,Nassau County,New York,78.0,84.3,67.2,17.1,35.8,32.8,16.5,39.6,3.9,19.7,11.7,16.3,15.8,11.9,28.3,72.0,4.4,2.8,2.7,10.9,5.4,17.7,75.9,55.7
36059406702,Nassau County,New York,78.1,82.8,66.5,22.4,39.6,38.8,13.6,42.2,4.7,24.8,14.7,19.4,18.3,15.0,34.2,76.0,6.0,3.7,3.4,12.9,8.4,23.7,78.4,49.2
36059406801,Nassau County,New York,78.9,83.4,67.8,17.0,36.9,35.4,15.9,40.4,3.6,20.6,11.9,17.0,15.9,12.2,27.5,71.7,4.1,2.7,2.8,11.2,5.1,18.8,75.9,53.7
36059406802,Nassau County,New York,78.5,82.6,63.8,21.0,39.3,40.1,15.4,42.2,3.4,25.2,13.9,18.8,17.1,13.5,29.1,71.0,4.5,3.1,3.0,12.1,6.1,23.2,75.1,47.5
36059406900,Nassau County,New York,78.9,83.8,69.7,19.3,39.1,37.3,14.9,42.7,4.1,23.0,13.0,17.9,16.0,14.1,32.4,74.9,5.0,3.5,3.2,12.1,6.3,24.1,77.7,51.1
36059407000,Nassau County,New York,79.3,83.9,71.0,20.4,40.9,41.0,12.2,43.7,5.6,26.3,15.0,17.9,15.8,18.1,39.7,80.2,7.1,5.0,4.3,12.7,8.3,25.7,81.2,49.5
36059407101,Nassau County,New York,79.4,85.6,72.7,16.2,36.9,33.7,14.5,41.4,5.1,20.0,11.9,15.7,14.7,13.9,34.0,77.8,5.3,3.7,3.4,11.5,5.9,19.3,79.7,57.5
36059407102,Nassau County,New York,80.9,88.1,76.0,13.1,35.0,27.8,15.6,40.7,4.9,15.1,9.6,14.1,13.6,11.5,31.5,76.9,4.2,2.9,2.9,10.8,4.5,12.6,80.5,65.0
36059407201,Nassau County,New York,77.9,82.2,63.9,21.5,39.6,40.5,15.1,42.4,3.4,25.3,13.9,19.4,17.5,13.5,29.3,71.1,4.5,3.0,2.9,12.3,6.3,23.5,75.5,46.7
36059407203,Nassau County,New York,80.2,86.0,73.3,15.9,36.8,32.5,14.9,41.2,4.8,18.9,11.6,16.0,15.1,13.0,32.4,76.6,4.8,3.3,3.2,11.6,5.7,17.1,79.5,58.4
36059407204,Nassau County,New York,79.8,85.6,73.3,14.4,34.6,30.0,14.9,39.7,5.4,16.9,10.8,15.1,14.8,12.4,32.8,78.3,5.2,3.3,3.1,11.1,5.6,15.2,80.3,62.5
36059407301,Nassau County,New York,76.4,78.8,79.9,7.9,22.0,19.4,19.0,31.4,4.7,9.2,7.1,17.7,19.1,6.1,19.8,72.9,3.6,1.9,2.0,10.8,3.9,9.9,76.4,73.1
36059407302,Nassau County,New York,78.7,84.6,70.3,15.5,34.8,31.0,15.7,39.6,4.6,17.8,11.1,16.1,15.8,11.9,29.6,74.9,4.6,2.9,2.9,11.2,5.4,16.2,78.0,59.3
36059407401,Nassau County,New York,78.7,84.6,70.4,17.2,36.8,33.7,14.8,41.4,4.7,20.0,12.1,16.7,15.8,13.1,31.9,75.5,5.0,3.2,3.1,11.7,6.0,17.7,78.9,56.7
36059407402,Nassau County,New York,78.1,86.4,73.9,14.3,33.9,32.8,13.4,38.7,6.9,19.0,11.9,13.8,13.8,14.3,36.4,80.9,6.7,4.1,3.8,10.6,6.5,15.9,81.3,61.0
36059407501,Nassau County,New York,78.7,85.0,70.3,18.5,38.4,36.0,14.5,42.1,4.4,21.6,12.5,16.9,15.6,13.8,32.4,75.5,4.9,3.3,3.1,11.8,6.1,19.3,78.6,53.9
36059407502,Nassau County,New York,80.0,87.5,75.8,13.7,35.3,29.3,15.0,40.4,5.1,16.4,10.2,14.4,13.9,12.2,32.3,77.5,4.6,3.2,3.1,11.0,4.9,14.1,80.4,63.2
36059407600,Nassau County,New York,76.4,85.8,74.4,10.8,25.4,21.9,16.2,32.6,6.9,10.6,8.6,12.1,15.2,9.0,27.1,78.3,4.8,2.4,2.6,9.0,4.8,8.2,78.9,73.7
36059407700,Nassau County,New York,75.7,86.6,73.8,11.3,26.0,21.9,16.6,32.5,6.8,10.9,8.8,12.6,16.1,8.6,26.7,77.5,4.8,2.4,2.6,9.3,5.0,8.9,78.4,73.0
36059407801,Nassau County,New York,75.7,86.1,74.2,10.6,25.3,21.6,16.4,32.4,6.9,10.3,8.4,12.2,15.5,8.6,26.6,78.1,4.7,2.3,2.6,9.1,4.7,8.1,78.8,73.8
36059407802,Nassau County,New York,65.6,78.8,67.8,17.3,30.5,30.6,19.0,39.6,5.2,16.7,10.2,15.1,13.5,8.8,28.1,68.9,5.2,2.9,2.7,9.1,5.7,18.7,74.6,55.0
36059407900,Nassau County,New York,74.8,85.7,74.8,10.8,25.8,26.9,12.2,31.3,10.8,14.0,10.9,11.6,14.8,11.6,36.1,84.3,8.1,4.0,4.0,9.4,7.2,11.1,82.9,71.2
36059408000,Nassau County,New York,76.3,86.5,74.2,10.7,25.9,21.1,16.9,32.8,6.9,10.0,8.4,12.2,15.5,8.5,26.7,77.6,4.7,2.3,2.5,9.0,4.6,7.9,78.8,74.4
36059408100,Nassau County,New York,75.8,85.6,72.7,12.5,27.2,23.5,15.8,33.3,7.2,12.0,9.6,13.2,16.6,9.6,28.9,78.7,5.5,2.7,2.8,9.6,5.7,10.0,79.0,71.0
36059408200,Nassau County,New York,75.5,85.2,72.1,12.5,26.9,23.6,16.6,33.4,6.6,11.8,9.4,13.4,16.5,9.2,27.4,77.5,5.0,2.5,2.6,9.5,5.4,9.8,78.2,70.7
36059408300,Nassau County,New York,76.0,86.0,74.0,11.4,26.1,22.0,16.5,32.8,6.8,10.7,8.7,12.7,16.0,8.7,27.1,77.9,4.9,2.4,2.6,9.3,5.0,8.7,78.6,72.9
36059408400,Nassau County,New York,77.0,88.7,75.7,9.9,25.6,18.9,17.3,31.6,7.2,9.2,8.0,11.8,15.9,7.9,26.4,77.5,4.7,2.3,2.5,9.2,4.5,7.0,79.1,76.6
36059408500,Nassau County,New York,76.8,88.0,74.7,10.2,26.1,19.4,17.1,31.6,7.4,9.5,8.3,12.2,16.3,8.1,27.1,78.1,4.9,2.4,2.6,9.3,4.7,7.5,79.3,76.2
36059408600,Nassau County,New York,75.3,86.1,72.9,12.7,27.2,23.4,16.5,33.4,7.1,11.7,9.5,13.3,16.7,9.1,28.1,78.2,5.2,2.6,2.7,9.6,5.6,9.9,78.7,71.6
36059408700,Nassau County,New York,75.5,85.9,71.8,13.5,27.8,23.6,17.0,33.7,6.4,12.1,9.6,14.0,17.4,8.9,26.9,76.5,4.9,2.4,2.6,9.8,5.6,10.4,77.7,70.0
36059408800,Nassau County,New York,75.7,86.8,73.8,12.0,27.3,21.4,17.8,33.2,6.6,10.4,8.8,13.4,17.0,8.3,26.2,76.5,4.6,2.3,2.5,9.5,5.0,8.4,78.0,73.3
36059408900,Nassau County,New York,75.0,86.6,72.6,12.6,27.5,22.1,17.7,33.5,6.6,11.1,9.2,13.7,17.3,8.4,26.5,76.4,4.8,2.4,2.5,9.7,5.3,9.3,77.9,72.3
36059409000,Nassau County,New York,74.9,86.1,72.9,13.3,27.7,23.4,17.4,33.7,6.7,11.7,9.5,13.7,17.1,8.7,27.1,77.0,4.9,2.4,2.6,9.6,5.5,10.0,77.9,71.1
36059409100,Nassau County,New York,75.5,87.4,73.6,12.1,27.2,21.2,17.7,32.9,6.7,10.6,8.9,13.2,17.1,8.2,26.4,76.6,4.7,2.3,2.5,9.6,5.1,8.8,78.1,73.3
36059409200,Nassau County,New York,76.4,86.3,71.4,13.5,29.1,23.6,16.9,33.8,6.6,12.1,9.8,14.3,17.8,9.2,27.8,77.3,5.1,2.5,2.6,9.9,5.7,10.3,78.2,70.1
36059409300,Nassau County,New York,74.8,87.0,73.8,12.8,27.7,22.1,18.0,33.5,6.7,11.0,9.3,13.9,17.5,8.4,26.7,76.7,4.8,2.4,2.5,9.7,5.4,9.4,77.9,72.4
36059409400,Nassau County,New York,75.0,87.4,72.9,13.3,27.7,22.5,17.3,32.9,6.9,11.6,9.5,13.8,17.7,8.5,27.3,77.1,5.1,2.5,2.6,9.9,5.7,10.2,78.2,72.0
36059409500,Nassau County,New York,75.7,88.3,74.5,11.7,26.8,20.5,17.3,32.0,7.5,10.2,8.8,12.6,16.9,8.2,27.8,78.2,5.1,2.4,2.6,9.5,5.2,8.4,79.1,75.0
36059409600,Nassau County,New York,76.4,87.7,73.7,12.0,27.6,21.3,17.2,32.7,7.1,10.7,9.1,13.1,17.1,8.6,27.8,77.8,5.1,2.5,2.6,9.6,5.3,8.6,78.8,73.6
36059409700,Nassau County,New York,75.7,88.5,76.4,11.1,26.6,21.3,16.1,31.3,8.7,10.9,9.3,12.2,16.6,9.1,30.1,80.5,5.8,2.8,3.0,9.5,5.8,8.5,80.4,75.2
36059409800,Nassau County,New York,80.8,87.4,75.2,12.2,33.1,25.9,13.8,40.2,5.4,13.9,9.3,13.4,13.2,12.1,33.2,78.9,4.4,3.0,2.9,10.9,4.5,10.7,82.3,67.3
36059409900,Nassau County,New York,78.8,86.7,73.2,12.1,30.5,25.5,14.3,38.2,5.8,13.1,9.1,13.0,13.7,10.8,30.6,78.0,4.5,2.7,2.8,10.1,4.6,10.2,80.9,68.5
36059410000,Nassau County,New York,76.1,85.8,75.2,10.8,26.6,24.4,13.8,34.2,7.5,12.4,9.1,11.8,13.8,10.4,30.8,80.2,5.5,2.9,3.1,9.4,5.2,9.4,81.1,71.6
36059410100,Nassau County,New York,76.9,88.3,75.9,10.3,26.7,19.8,16.5,31.3,7.8,10.0,8.7,12.0,16.3,8.8,28.7,79.4,5.3,2.5,2.7,9.4,5.2,7.3,80.0,76.2
36059410200,Nassau County,New York,76.5,88.1,76.1,10.0,26.1,21.1,15.4,31.4,8.4,10.5,8.9,11.6,15.4,9.3,30.0,80.7,5.6,2.7,2.9,9.2,5.2,7.9,80.7,75.6
36059410300,Nassau County,New York,77.9,86.6,72.2,11.6,29.4,24.8,15.4,36.6,5.6,12.6,8.9,13.1,14.2,9.9,28.0,76.4,4.3,2.5,2.6,9.9,4.4,10.1,79.5,69.0
36059410400,Nassau County,New York,78.0,86.7,73.1,11.2,29.8,24.3,15.4,36.9,5.5,12.4,8.8,12.9,14.0,10.1,28.2,76.5,4.3,2.5,2.6,9.9,4.3,9.4,79.7,69.5
