FIPS,Tract,County,State,Vacancy Rate,No Vehicle,Single Parent Household,Multi-Unit Structures,Mobile Homes,Owner Occupied Housing,Crowded Housing,Lack Complete Plumbing,Median Home Value,Median Monthly Mortgage,Median Gross Rent,No Home Broadband,Rent Burden (40% Income)
36059302200,Census Tract 3022,Nassau County,New York,0.05998481397114654,0.0,0.022617124394184167,0.02733485193621868,0.0,0.8933764135702746,0.017770597738287562,0.0,841800.0,4001.0,2250.0,0.04861111111111116,0.2196969696969697
36059302300,Census Tract 3023,Nassau County,New York,0.040293040293040296,0.014437367303609342,0.023536895674300253,0.0,0.004273504273504274,0.9720101781170484,0.08842239185750636,0.0,1040100.0,4001.0,0.0,0.022557991061928018,0.0
36059302400,Census Tract 3024,Nassau County,New York,0.06547619047619048,0.011725906925613778,0.005790387955993051,0.0633116883116883,0.0,0.9339895773016792,0.007527504342790967,0.0023161551823972205,730300.0,3769.0,2639.0,0.0485837922895358,0.08771929824561403
36059302501,Census Tract 3025.01,Nassau County,New York,0.0,0.009181331293037491,0.014705882352941176,0.010180995475113122,0.0,0.9796380090497737,0.007918552036199095,0.0,1277200.0,4001.0,0.0,0.05512909979064895,0.5
36059302502,Census Tract 3025.02,Nassau County,New York,0.109979633401222,0.014958863126402393,0.016018306636155607,0.0,0.028513238289205704,0.9347826086956522,0.0,0.010297482837528604,1998400.0,4001.0,3501.0,0.039444850255661024,0.2631578947368421
36059302600,Census Tract 3026,Nassau County,New York,0.059496567505720827,0.02481389578163772,0.032846715328467155,0.02517162471395881,0.0,0.8041362530413625,0.037712895377128956,0.0,668200.0,4001.0,1881.0,0.06320836965998256,0.20496894409937888
36059302700,Census Tract 3027,Nassau County,New York,0.06064690026954178,0.005717008099094807,0.03084648493543759,0.0047169811320754715,0.0,0.9067431850789096,0.005021520803443328,0.0,735700.0,3760.0,2625.0,0.01948842874543244,0.27692307692307694
36059302800,Census Tract 3028,Nassau County,New York,0.031762295081967214,0.057863501483679525,0.007936507936507936,0.0,0.0,0.9904761904761905,0.01798941798941799,0.0,795100.0,3551.0,0.0,0.0488081725312145,0.0
36059302900,Census Tract 3029,Nassau County,New York,0.04683377308707124,0.0,0.01522491349480969,0.0,0.0,0.9944636678200692,0.01245674740484429,0.0,803300.0,3739.0,0.0,0.040732265446224214,0.0
36059303000,Census Tract 3030,Nassau County,New York,0.014910025706940874,0.03243416827231856,0.027139874739039668,0.015938303341902313,0.0,0.8037578288100209,0.0662839248434238,0.0,702200.0,3653.0,1983.0,0.048890372100784285,0.26595744680851063
